ZIP,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE,LAT,LNG,BOROUGH
10040,2177.126050420168,433.3109243697479,10040.0,3.4285714285714284,0.13445378151260504,3.563025210084034,70.27214147899159,280.2313600840336,1945.453781512605,2.0,884069.8403361344,40.858305, -73.930549,Manhattan
10044,1373.0,1308.1764705882354,10044.0,0.9705882352941176,0.0,0.9705882352941176,32.48052826470588,52.501124764705885,1981.75,2.0,1470118.6764705882,40.761915, -73.949962,Manhattan
10065,1415.8636363636363,700.3215488215488,10065.0,0.6952861952861953,0.15656565656565657,0.8569023569023569,14.850872994949494,104.3948195757576,1776.9023569023568,2.006734006734007,2206713.1632996635,40.764612, -73.963122,Manhattan
10069,1171.0,2663.358024691358,10069.0,0.845679012345679,0.0,1.0,0.0,0.0,917.0864197530864,2.308641975308642,2196958.858024691,40.775906, -73.990358,Manhattan
10075,1479.279359430605,339.87010676156586,10075.0,3.2580071174377223,0.0711743772241993,3.3345195729537367,36.72379548398577,176.85689535943064,1792.491103202847,2.02135231316726,1648739.5195729537,40.773361, -73.956216,Manhattan
10128,1535.874055415617,633.7556675062972,10128.0,0.8639798488664987,0.03526448362720403,0.9282115869017632,11.346919686397982,39.49734773047857,1642.4496221662469,2.0604534005037785,1761718.9974811084,40.781432, -73.950013,Manhattan
10167,1301.0,1.0,10167.0,0.0,35.0,35.0,7556.358408,147426.470058,1966.0,4.0,2210000000.0,40.754648, -73.974771,Manhattan
10280,16.0,4162.905405405405,10280.0,0.9932432432432432,0.0,1.0,0.0,0.0,979.8716216216217,2.0135135135135136,806617.1959459459,40.708538, -74.016650,Manhattan
10282,16.0,4360.5,10282.0,1.0,0.0,1.0,0.0,0.0,2000.0,2.0,1750800.9,40.716921, -74.015066,Manhattan
10301,269.11690647482015,147.21762589928056,10301.0,1.6654676258992807,0.06474820143884892,1.7302158273381294,798.5953576420869,203.69183260071938,1886.4946043165467,1.3201438848920863,332364.3507194245,40.627456, -74.094407,Staten Island
10302,1075.3661202185792,86.44808743169399,10302.0,1.2049180327868851,0.1284153005464481,1.3278688524590163,370.02630316666705,132.36266083333336,1665.4562841530055,1.169398907103825,263135.68579234974,40.630688, -74.137776,Staten Island
10303,1341.4416873449131,215.575682382134,10303.0,1.501240694789082,0.07692307692307693,1.5781637717121588,523.7912635136478,188.30492933002475,1892.7543424317619,1.2084367245657568,273157.28784119105,40.629885, -74.174130,Staten Island
10304,1786.469055374593,175.46742671009773,10304.0,1.1970684039087949,0.0749185667752443,1.278501628664495,417.9864843208472,155.00895811563527,1889.3110749185669,1.228013029315961,392427.28664495115,40.609227, -74.092575,Staten Island
10305,3216.6089466089466,125.77489177489177,10305.0,1.1933621933621934,0.044733044733044736,1.2380952380952381,338.9665829076478,128.44905520346302,1918.089466089466,1.1616161616161615,356318.01154401153,40.596691, -74.074866,Staten Island
